Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,098","1,130",948,"1,157","1,285","1,206","1,291","1,307","1,226","1,130","1,081","1,005",992
Expenses+,814,"1,037","1,123",981,"1,007","1,029","1,079","1,058","1,024",979,927,893,899
Operating Profit,284,93,-176,176,278,177,212,250,202,152,154,113,93
OPM %,26%,8%,-19%,15%,22%,15%,16%,19%,16%,13%,14%,11%,9%
Other Income+,65,88,51,10,30,-165,176,190,120,112,206,244,245
Interest,89,82,79,65,66,59,32,3,0,1,3,2,2
Depreciation,147,186,206,276,249,242,247,251,148,119,113,106,100
Profit before tax,113,-88,-409,-155,-7,-288,110,186,174,143,245,249,235
Tax %,34%,38%,5%,21%,139%,4%,47%,-2%,2%,-65%,13%,21%,
Net Profit+,75,-122,-431,-188,-17,-301,59,189,171,236,213,197,191
EPS in Rs,2.15,-8.08,-24.21,-10.74,-1.76,-5.81,1.47,4.15,3.69,5.09,4.50,4.19,4.02
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
