Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,005","1,364","1,392","1,060","1,608","2,222","1,759","2,080","2,139","2,231","3,142","3,505","3,499"
Expenses+,950,"1,250","1,272","1,012","1,483","2,044","1,591","1,875","1,958","2,094","2,901","3,204","3,186"
Operating Profit,55,114,120,48,125,178,168,205,181,137,241,301,313
OPM %,5%,8%,9%,5%,8%,8%,10%,10%,8%,6%,8%,9%,9%
Other Income+,31,35,67,72,53,21,14,31,37,39,52,52,63
Interest,42,46,56,36,43,64,64,53,37,41,88,100,112
Depreciation,32,43,37,40,39,46,52,46,45,46,61,45,45
Profit before tax,12,60,93,44,95,88,65,137,135,89,144,208,219
Tax %,27%,17%,7%,24%,33%,33%,15%,26%,25%,25%,27%,26%,
Net Profit+,9,50,86,34,64,59,56,101,102,67,105,153,162
EPS in Rs,1.58,8.82,15.14,5.88,11.15,10.30,9.72,17.66,17.16,11.15,16.24,23.66,24.83
Dividend Payout %,63%,17%,10%,26%,13%,15%,10%,11%,0%,0%,12%,0%,
